A.1007,A.1187,A.1728,A.1945,A.1968,A.2565,A.3942,A.BRY-97,A.Coopers,A.Munich,A.Muntons,A.Nottingham,A.S-04,A.S-33,A.T-58,A.US-05,A.Windson,AAC,AAL,AAM,AAN,AAP,ABM1,ABM2,ABM3,ABM4,ABM5,ABV,ADL,ADM,ADP,AEB,AEC,AEM,AEV,AFC,AFE,AFF,AFT,AGB,AGE,AGK,AHV,AKT,ALN,ALP,ALV,AMG,AMI,AMK,AML,AMN,AMQ,ANP,API,APK,APL,APM,APN,AQI,AQT,ASH,ASL,ASP,ATR,ATS,ATV,BBC,BBD,BBE,BBF,BBG,BBP,BCR,BCS,BCT,BDL,BE001,BE002,BE003,BE004,BE005,BE006,BE007,BE008,BE009,BE010,BE011,BE012,BE013,BE014,BE015,BE016,BE017,BE018,BE019,BE020,BE021,BE022,BE023,BE024,BE025,BE026,BE027,BE028,BE029,BE030,BE031,BE032,BE033,BE034,BE035,BE036,BE037,BE038,BE039,BE040,BE041,BE042,BE043,BE044,BE045,BE046,BE047,BE048,BE049,BE050,BE051,BE052,BE053,BE054,BE055,BE056,BE057,BE058,BE059,BE060,BE061,BE062,BE063,BE064,BE065,BE066,BE067,BE068,BE069,BE070,BE071,BE072,BE073,BE074,BE075,BE076,BE077,BE078,BE079,BE080,BE081,BE082,BE083,BE084,BE085,BE086,BE087,BE088,BE089,BE090,BE091,BE092,BE093,BE094,BE095,BE096,BE097,BE098,BE099,BE100,BE101,BE102,BFE,BFG,BFM,BI002,BI005,BMG,BML,BMM,BR001,BR002,BR003,BR004,BRP,BRQ,BSI,BTC,BTD,BTE,BTF,CBF,CBR,CDR,CFC,CFD,CFG,CFH,CFI,CFM,CFN,CFP,CGC,CHG,CHH,CHI,CHK,CHL,CHR,CIE,CKK,CKS,CLA,FostersB,FostersO,Jean-Talon,L.2112,L.2278,L.Brewferm,L.S-23,L.W-34-70,L.WLP820,LA001,LA002,NCYC1044,PYCC4226,Platinum,SA002,SP001,SP002,SP003,SP004,SP005,SP006,SP007,SP008,SP009,SP010,SP011,TUM148,TUM149,TUM165,TUM174,TUM175,TUM177,TUM205,TUM208,TUM210,TUM211,TUM213,TUM308,TUM338,TUM381,TUM480,TUM503,TUM506,TUM507,TUM508,TUM510,TUM513,W.WLP045,W.WLP070,W205,WI001,WI002,WI003,WI004,WI005,WI006,WI007,WI008,WI009,WI010,WI011,WI012,WI013,WI014,WI015,WI016,WI017,WI018,WI019,WL001,WL002,WL003,WL006,WL007,YMD1864,YMD1865,YMD1866,YMD1867,YMD1868,YMD1869,YMD1870,YMD1871,YMD1872,YMD1873,YMD1874,YMD1875,YMD1950,YMD1952,YMD1981,YO1128,YO1133,YO1164,YO1201,YO367,YO465,YO707,YO721,YO734,YO807
A.1007,1,0.11150136921062,0.0954735718975706,0.151617979738369,0.193092105263158,0.790137816011236,0.233237334198678,0,0.102241314904744,0.0823855057876195,0,0.101159793814433,0.109304579597771,0,0,0,0.0766563944530047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68016485673165,0.0423680726309816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600631019594819,0,0,0,0,0.0438589855127284,0,0,0,0,0.572649363369246,0,0,0,0,0,0.034603600153198,0,0,0,0,0,0,0.978696030574791,0.0937736420033288,0.0605923068194713,0,0.793283639437486,0,0,0,0.189510807736064,0,0,0.0290642632635286,0,0,0.455842288481913,0,0,0,0.451643405575097,0,0,0,0,0.295129883495945,0,0,0,0,0.062038963495366,0.0565117070772024,0,0,0,0.742308686659773,0,0.371349674686034,0,0.073071104387292,0.947552847076747,0.0955748865355522,0.0840617550232716,0.0618899901641825,0.0707693471518269,0,0,0.0794311218700355,0.0612754368711703,0.0206579807064069,0.0797844175491679,0.0651688793070843,0.097768110459618,0,0.0237419598940598,0,0,0,0.0863940689185612,0.0194264752287788,0.091003669655355,0,0,0.0959108791042518,0.0765221017514596,0,0,0.780718336483932,0,0.354543662527104,0.433965119358378,0.437497635352427,0.352607977342459,0.057865466101695,0,0.375392472101381,0,0,0,0,0,0.795723419732762,0,0.0582671206961786,0.0617884026175436,0,0,0,0.0649254860428171,0,0,0,0,0.0725714934180662,0.0841938046068308,0.0776475037821482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450681044267877,0.783648385526529,0.335325926238858,0,0,0,0,0,0.0823467110489087,0,0,0,0.0788040394871213,0.084011045126149,0,0,0,0,0.962596488572726,0,0,0,0,0,0,0,0,0,0,0.0402993558165972,0.00992825286019006,0,0,0,0,0,0,0,0,0,0.0783627280296723,0,0,0,0,0,0,0,0.441409058231488,0,0,0,0,0,0,0.775239558484616,0,0.0376883321653819,0.808738796414853,0,0.340377332972681,0.199068527035906,0.780734847863528,0.086628490219027,0,0.0189518283838461,0.793644266917293,0.815197751455531,0,0,0,0,0.0340175056377326,0.0899382103898085,0.0146100803840147,0.751764460221341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930962738793266,0,0,0,0,0,0,0,0,0,0,0,0,0.0176673098021413,0.0759919809358096,0.074990541051835,0.0961523910411622,0,0,0.0895714339751107,0.793046421291489,0.0927452908692035,0,0,0.335137201255331,0.422951688626382,0.791099860874942,0.0728630862329803,0,0,0,0,0,0,0,0,0,0
A.1187,0.11150136921062,1,0.830915070613271,0.740502387378036,0.547740292807129,0.0350114167663369,0.145274704669042,0,0.528013077723287,0.2434375,0.195820501539815,0.811475409836066,0.900116760428829,0.198723750905141,0.167547474023647,0,0.2215411558669,0,0,0,0,0,0.141886003137528,0.0947795014816106,0,0,0,0.126154784730696,0.00213980028530669,0,0,0,0.276053946996133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132549019607843,0.11451978385916,0.104985618408437,0.0791142066255915,0.0537609809663251,0.130216955650431,0.104426243791932,0,0,0.114171169600837,0,0,0.0874074074074074,0,0,0,0,0,0,0,0.404967320261438,0.110205682412411,0,0,0,0,0,0.133713837574068,0,0,0,0.660894435777431,0,0,0,0.174509803921569,0.14590235396687,0,0.0967247653706187,0.847716178521618,0.843763618931404,0,0.067397964225714,0,0,0,0,0,0,0.312859594226305,0,0,0.227926807603482,0.114908456843941,0,0.129913710450623,0.222291573785109,0,0.145346810735448,0.144189695754511,0,0.0122141372141372,0,0,0,0.150198247078464,0.848422795399094,0.838737446197991,0.148701638201464,0,0,0,0,0.243333914255838,0.00229274767708454,0.561201227531784,0.0614673485444532,0.850980392156863,0.921817705605029,0.890893246187364,0.541577349053233,0.125392013380723,0.189063180827887,0.835482746601603,0.89008019525802,0.620388859695218,0.828119553851516,0.411669221751285,0.584393516904845,0,0.27215429817079,0.142639106924821,0,0,0.838054562886778,0.133086289041821,0.568011214615176,0.0287179487179487,0,0.758583130010457,0.83031575264585,0.00587422252937109,0,0.0420914504895529,0,0.0606228026117529,0.164239406182467,0.144096728307255,0.0494744289468365,0.847089070943002,0,0.253507625272331,0.00302220155759614,0,0,0,0,0.0747911547911548,0,0.847471665213601,0.533644690305614,0,0,0,0.541467807294012,0.188905351228865,0.189455337690632,0.189422322906683,0,0.560193321616872,0.839825708061002,0.902936307397403,0,0.146653886371558,0.144052287581699,0.145464842728936,0,0,0,0.13789647960962,0.144151995816629,0.143803381558306,0.125860716464743,0.0622777382645804,0.111193444337896,0.124263213837086,0.00588174057880486,0.00118764845605701,0,0.14810777816533,0.138910675381264,0,0.143560474032764,0.918286411575002,0,0.187608922969676,0,0.903703703703704,0.838708271594178,0.176196286934542,0.00294185509921552,0.175365981178111,0.137690631808279,0.125340471494318,0,0,0,0,0,0,0,0.142384105960265,0.133225834568116,0.145272331154684,0.753667421482721,0.319875161002675,0.169649092178771,0,0,0.145282688604936,0,0,0,0,0,0.900156958493198,0,0.102822759047872,0,0.13992504793446,0,0.151272220285814,0,0.182877030162413,0,0.171546840958606,0.158734309623431,0,0,0,0.0451324707332101,0,0.513116591928251,0.129796623177283,0,0,0.118783020586628,0.056836902800659,0.732699132492113,0.588907284768212,0.354374606600126,0.0883282314604522,0.00743589743589745,0,0,0,0.128369421122404,0.187911509086121,0.848374340949033,0.337799524419243,0,0.194983370288248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846348265644065,0,0,0,0,0,0,0,0,0,0,0.142408924525013,0.14318082788671,0.288352130951193,0.825738433388516,0.829439456019528,0.577354459675984,0.00712316176470584,0.596553610503282,0.832912054388564,0.066600692726373,0.748344082272965,0,0,0.0259385313531353,0.0923207509486719,0.059910358565737,0.560822662690756,0.101433882103027,0.0104426577950282,0.107818356140504,0,0.127428770584648,0.104871035203904,0.126002091321018,0,0,0.126568490763332
A.1728,0.0954735718975706,0.830915070613271,1,0.783691913940654,0.566956261234272,0.0318234857324705,0.115912833784261,0,0.49906191369606,0.207202925045704,0.0911714262379877,0.870377578824445,0.858908984188708,0.103606066710795,0.0480251346499102,0.00168014475093237,0.163092721232256,0,0,0,0,0,0.0265977343165544,0,0,0,0,0.0150017366213364,0,0,0,0,0.2704591096731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189276554819405,0,0,0,0,0.0166301560162427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38733899845011,0,0,0,0,0,0,0,0,0,0,0.672341233427206,0,0,0,0.069407332193245,0.0280724726757703,0.0254569635793207,0.10674841290547,0.902130047839217,0.866197183098592,0,0.0722228847415181,0,0,0,0,0,0,0.342323588861737,0,0,0.191788141166155,0.0179864767351738,0,0.0200684089572979,0.18071005589684,0,0.0279863207673194,0.0307932775803564,0,0,0,0,0,0.150870766460746,0.868403473613894,0.799637326578781,0.0614663211050845,0,0,0,0,0.226637636247061,0.0138144705667942,0.578673150399444,0.0700520446096654,0.903919630213482,0.873346163098388,0.858068740645713,0.570168875587858,0.109263322884013,0.196721092434729,0.971342685370742,0.857383357383357,0.67362700228833,0.867294589178357,0.439827927109496,0.580043830344496,0,0.252014272559853,0.0564824469933959,0,0,0.897231353055934,0.143678520092494,0.589680853924126,0.0489410897392936,0,0.817266071714851,0.968152182662123,0.0322586090479405,0,0.0435922448481892,0,0.000203061543267768,0.120980426424327,0.0949518520706564,0,0.86258817870885,0,0.23116383456236,0.0212019576303091,0,0,0,0,0.079328564219775,0,0.861895215183106,0.561538875871913,0,0,0,0.573899624261943,0.19691140322753,0.19691666444011,0.196459585838343,0.00143439789852062,0.578216022660467,0.89894995591418,0.864499839692209,0.0322427530089846,0.0615415442158697,0.0604878570092708,0.0587897408495859,0,0,0,0.0322852105150673,0.0368316990407994,0.0377257668056001,0.0097934425353392,0,0.0118777222563664,0.0994939985879031,0,0,0,0.0618835039696329,0.0343851024606588,0,0.0343984610863234,0.867090637024369,0,0.195369900344653,0.00337074747193944,0.86400192374489,0.898623914495658,0.0673328701971891,0.0302113271344041,0.07013091103393,0.0221067535798247,0.133795218354251,0,0,0,0,0,0,0,0.0382714400213733,0.029645166461818,0.0430159239072352,0.800881715390474,0.276083946888176,0.066315197901892,0,0,0.0578413433076799,0,0,0,0,0,0.858947621721344,0,0,0,0.0238718640626252,0,0.0644454538167633,0,0.156832561292509,0,0.109386271942715,0.0819461885804366,0,0,0,0.0392493618630447,0,0.531807827003502,0.12691541988417,0,0,0.0803738317757009,0.0222493887530563,0.779115772286244,0.649517364911931,0.358746997057791,0.0571959721146398,0.00636793190850204,0,0,0,0.012342951815546,0.1556354980931,0.897870608978706,0.344026882457825,0,0.126913801805844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900595890227935,0,0,0,0,0,0,0,0,0,0,0.0333564882844853,0.0340921235438709,0.30785695175243,0.866173288092121,0.969061556143586,0.597012532399861,0.0251126851255634,0.635119008154876,0.894024426093696,0.0717993079584776,0.802070808283233,0,0,0,0.11585650853003,0.0681137276050093,0.57802773250688,0,0,0,0,0,0,0,0,0,0
A.1945,0.151617979738369,0.740502387378036,0.783691913940654,1,0.555891238670695,0.0760579658605974,0.125301204819277,0,0.455760368663594,0.205509059137313,0.0998151571164511,0.727773406766326,0.771239744758432,0.111538461538462,0.0488619119878604,0.033021145119243,0.161290322580645,0,0,0,0,0,0.0250948351327692,0,0,0,0,0.0147777858863023,0.0138919842507986,0,0,0,0.262653230051891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174049478216449,0,0,0,0,0.0183091399810343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368597694440391,0,0,0,0,0,0,0,0,0,0,0.725888107087695,0,0,0,0.0769006274624252,0.0292529909541873,0.0501762950908597,0.148719681609972,0.809695775880937,0.760326959567946,0,0.104479937670432,0,0,0,0,0,0,0.327863525588952,0,0,0.206427372875173,0.012805545421379,0,0.0162702466073252,0.19956782888954,0,0.0293602742723759,0.0325381192091632,0,0,0,0,0,0.166967287037796,0.769191476941039,0.7292828528788,0.0718610928722551,0,0,0,0,0.224556795797768,0.0418895682078716,0.564456117312322,0.1121083172147,0.811724792061871,0.773135308714056,0.765139355026995,0.555596089303954,0.146933311019998,0.170922089290925,0.790763843291749,0.763572679509632,0.737897352411961,0.795789550496205,0.440053998832458,0.553213217594281,0,0.267353951890034,0.0696188668224299,0,0,0.790973438412142,0.156684714702207,0.579966268240815,0.0744284954811271,0.0201073648521379,0.838732034726782,0.78842775581906,0.0524497487437185,0,0.0741066432168839,0,0.0112951807228916,0.152438557537708,0.12305053025577,0.00965154173978444,0.762385990514411,0,0.231852338221347,0.0455783548211367,0,0,0,0,0.108937029272459,0,0.761421690264195,0.553768147661779,0,0,0,0.557707740570511,0.17103151444412,0.171165912738946,0.171420234882194,0.0278871691546845,0.564497300452357,0.793819322825452,0.775519883254287,0.056285431476649,0.0728718360201328,0.0706834925961047,0.0651714077315828,0,0,0,0.041250273542928,0.0382258535161949,0.0420922089290925,0.0186414708886619,0,0.00857226234770558,0.127024722932651,0.024964692199053,0,0,0.0715484530064214,0.0367722165474974,0,0.0398336616327424,0.776792879550595,0,0.169244236941932,0.0308795147504825,0.775111240790721,0.79417773237998,0.0763645650904845,0.0500404639870515,0.0773579400393902,0.0216281275074769,0.172444378741962,0,0,0,0,0,0,0,0.0396454883653075,0.0382679118634175,0.0448675859050121,0.723150453851715,0.291729829880411,0.0710891812865497,0,0,0.0691083736618272,0,0,0,0,0,0.760016054878494,0,0,0,0.0256784359498103,0,0.0742996790195506,0,0.167917166866747,0,0.108695652173913,0.0769876002917579,0,0,0,0.0651581468329342,0,0.500857710364753,0.138842647641696,0,0,0.0923806655624153,0.0842061512884456,0.815144673022244,0.718423845745622,0.346471194931487,0.0979656091063211,0.0474187224309753,0,0,0.00269758637008988,0.0111102798144546,0.15643199410247,0.806550250515768,0.340241478318486,0,0.120313746344057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808399620521054,0,0,0,0,0,0,0,0,0,0,0.036980306345733,0.037855579868709,0.331943451671829,0.800306435137896,0.78625647762937,0.587638645650905,0.0475825365325636,0.702232022320223,0.792299270072993,0.10358006395757,0.96307108451321,0,0,0,0.135748007120192,0.0963727722383607,0.564086664721331,0,0,0,0,0,0,0.00452257640965792,0,0,0
A.1968,0.193092105263158,0.547740292807129,0.566956261234272,0.555891238670695,1,0.11747632141766,0.0734039423359811,0,0.36016007114273,0.162685060565276,0.0701601164483261,0.52247191011236,0.559834710743802,0.0809608540925267,0.0388107791446983,0.0329471397538016,0.137074517019319,0,0,0,0,0,0,0,0,0,0,0,0.0010054582016662,0,0,0.0329722841669321,0.272217428817947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335104854926745,0,0,0,0,0,0,0,0,0,0,0.436655948553055,0,0,0,0.0431158378844495,0,0.0559132497458489,0.147371444987073,0.57906843013226,0.556912906007473,0,0.116800920598389,0,0,0,0,0,0,0.329545454545455,0,0,0.173226084458489,0,0,0,0.163887291546866,0,0,0.0067567567567568,0,0,0,0,0,0.140897755610973,0.556497987349051,0.528579760863225,0.0214265171124532,0,0,0,0,0.180367921816614,0.0568380552640784,0.966225926990514,0.142918701522551,0.579718471703534,0.552230215827338,0.548892723612309,0.956190749784545,0.153297400126823,0.163362068965517,0.563254744105808,0.547413793103448,0.442239432074863,0.553894797355562,0.39500143636886,0.474568965517241,0,0.224793632075472,0.0303073829359379,0,0,0.556194308709399,0.169478288034989,0.823647871116226,0.0846229832071123,0.0396056727775856,0.545258620689655,0.566878062842318,0.0635,0,0.110775862068966,0,0.0369054972205065,0.146593848807128,0.147844827586207,0.0341893564356436,0.551481161921196,0,0.188559931014659,0.0574654533198518,0,0,0,0,0.120080436656133,0,0.553191489361702,0.952887101407641,0,0,0,0.954179833381212,0.163887291546866,0.165229885057471,0.164320597529446,0.0437372362151123,0.968219729651999,0.560632183908046,0.551882724920954,0.0617845117845118,0.0274504167864329,0.0242816091954023,0.0159482758620689,0,0,0,0,0,0,0,0,0,0.151149425287356,0.0844327176781002,0.00763234816498859,0,0.0222957422324511,0,0,0,0.550071942446043,0,0.161781609195402,0.0415953440602533,0.550143678160919,0.560253091745758,0.0406609195402299,0.062917222963952,0.0422413793103448,0,0.152837798905215,0,0,0,0,0,0,0,0,0,0,0.48554553932235,0.261205808080808,0.029936672423719,0,0,0.041606472117885,0,0,0,0,0,0.551093839953944,0,0,0,0.000287438919229666,0,0.0242816091954023,0,0.155747126436782,0,0.0704225352112676,0.0455590686979017,0,0,0,0.118351841028638,0,0.730077992539844,0.145425314235604,0,0,0.0445314766463591,0.10678317535545,0.522851919561243,0.436104820446457,0.317037894127857,0.137647737100029,0.0601076555023924,0,0,0.00280603297088744,0,0.109284890426759,0.570357554786621,0.30977790597058,0.0876932223543401,0.0979034810126582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579885057471264,0,0,0,0,0,0,0,0,0,0,0,0,0.318046011353451,0.559626436781609,0.556210465784934,0.828924669350201,0.0637908061292471,0.398921832884097,0.561799367634378,0.118534482758621,0.559931014659385,0,0,0.00731319554848964,0.139524775427412,0.117232451093211,0.967672413793103,0,0,0,0,0,0,0,0,0,0
A.2565,0.790137816011236,0.0350114167663369,0.0318234857324705,0.0760579658605974,0.11747632141766,1,0.170867516145924,0,0.0288506909336029,0.00300966608084363,0,0.0595744680851064,0.0318280856154142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652471101885982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571275934416039,0,0,0,0,0,0,0,0,0,0.557987572659852,0,0,0,0,0,0,0,0,0,0,0,0,0.791042837192686,0.0282296029349697,0,0,0.98481847113074,0,0,0,0.140764666115827,0,0,0,0,0,0.389152245202766,0,0,0,0.388508359032625,0,0,0,0,0.258263626551538,0,0,0,0,0,0,0,0,0,0.754276772059608,0,0.330092201805078,0,0,0.772578130076018,0.0300753100045446,0.0154093462799987,0,0,0,0,0.00805142523212776,0,0,0.00986756686574919,0,0.0163149350649351,0,0,0,0,0,0.0133261914037138,0,0.0116890707188778,0,0,0.0200792130636627,0.00732016787584999,0,0,0.961981753839161,0,0.314580289007956,0.358017274970775,0.381713970253946,0.307483766233766,0,0,0.335384265722913,0,0,0,0,0,0.976941314020331,0,0,0,0,0,0,0,0,0,0,0,0,0.0131455094290629,0.00592455525256463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378819365522616,0.789739206221507,0.304498389721924,0,0,0,0,0,0.0124975654093359,0,0,0,0.00728754138804133,0.0129674110620618,0,0,0,0,0.797535154093463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112211757063981,0,0,0,0,0,0,0,0.368935506916932,0,0,0,0,0,0,0.951687989818474,0,0,0.85714777341868,0,0.434780170480036,0.129248197734295,0.797970197888734,0.0134101680310211,0,0,0.802364753286214,0.756545275590551,0,0,0,0,0,0.025067173471394,0,0.782159039811836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273503441111544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031324049728958,0.0053562733322513,0.0176925074665628,0,0,0.0206629009219582,0.984786985322769,0.0149646172823475,0,0,0.295029008438819,0.349640918987424,0.983507198336096,0,0,0,0,0,0,0,0,0,0,0
A.3942,0.233237334198678,0.145274704669042,0.115912833784261,0.125301204819277,0.0734039423359811,0.170867516145924,1,0,0.170023898941618,0.0996219001371539,0.0884885596347831,0.0237915407854985,0.127708014656184,0.0982746662042656,0.0580020272553216,0,0.151855245075584,0,0,0,0,0,0.031018865902026,0.00854998659876705,0,0,0,0.0308178797298746,0,0,0,0.045632774472688,0.0394891568900921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349993300281388,0.0249216174933676,0.0173106811726245,0.00731609272410561,0,0.0323285101822079,0.00688657252337954,0,0,0.0249249571183533,0,0,0.00515850684674546,0,0,0,0,0,0,0,0.0665871569468267,0.0076510786546965,0,0,0,0,0,0.0459198713654027,0,0,0,0,0,0,0,0.0686392752807483,0.039214109574354,0,0.248027203076128,0.116139147214108,0.0986115578428219,0,0.208610642766291,0,0,0,0.244364976159514,0,0,0,0,0,0.483461737402336,0.0438826935449281,0,0.0451451236834347,0.476048233901385,0,0.039633411045904,0.0369308283976094,0,0.377292718683825,0,0,0,0,0.0990324569161909,0.0456023343059608,0.0732491758462652,0,0,0.0836702643098206,0,0.400964888769767,0,0.0696558747855918,0.217911412867766,0.116806024548427,0.106084578048323,0.093973675039541,0.0664951354828335,0,0.0791984988607425,0.0986947898799314,0.0933102838305058,0,0.105758923786044,0.0587108013937282,0.106210464243594,0,0.00160889691769217,0.0687439639446292,0,0,0.104962752559087,0,0.0810593470219267,0,0,0.112437690947098,0.101412877058207,0,0,0.18395798014047,0,0.418669073705179,0.459577240480672,0.451157114711677,0.426798465808101,0.0916510318949343,0,0.402495242689823,0,0,0,0,0,0.211320754716981,0,0.0915366468285883,0.0622637969390764,0,0,0,0.0603623887638041,0.0794559099437149,0.0792414902170999,0.078868369562304,0,0.0690986089147391,0.106646120862924,0.102385099825807,0,0.0686014417021733,0.0705212381079995,0.0695795481951925,0,0,0,0.0379421221864952,0.0533579889585678,0.0561823346553757,0.00599099340588649,0,0.0395646812845118,0.456888253653414,0.152018177801622,0.320766048311758,0,0.0736327077747989,0.0493916492469314,0,0.0489347447407209,0.104556419190566,0,0.0779085037386433,0,0.10393107883595,0.106458528741793,0.0708371295353448,0,0.0708888233875505,0.0337924750777147,0.266837923580112,0,0,0,0,0,0,0,0.0553649908886269,0.0377874256311304,0.0531019697172719,0.0190537084398977,0,0.0647005152425933,0,0,0.0681389203473008,0,0,0,0,0,0.103635973615059,0,0.0188674033149171,0,0.0296529545759078,0,0.075984990619137,0,0.463641203833436,0,0.128534669918786,0.103422858368178,0,0,0,0.172625750750751,0,0.0108235921004429,0.249516527327363,0,0,0.956241073178928,0.158665386461834,0.081128827686175,0,0.0489318550567874,0.185591646625468,0.135319753964084,0,0,0,0.0226367608827922,0.0511580658268996,0.114456204773734,0.0428016089409605,0.101065563086548,0.143957480673033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11541553882025,0,0,0,0,0,0,0,0,0,0,0.0539102701543739,0.0547798354460912,0,0.102854080128635,0.0966920437486597,0.0860428337845445,0,0,0.112343892372836,0.207558346167516,0.104475412032695,0,0,0.4074599279819,0.437062327473485,0.203826583747434,0.0693249725326259,0.0224110447680544,0,0,0,0.0364762006861064,0,0.041927962694967,0,0,0.0494760258368846
A.BRY-97,0,0,0,0,0,0,0,1,0.0864891579662692,0,0.199544026468707,0,0,0.219513659561693,0.362394775036284,0,0.238947187338724,0,0.164870226483716,0,0.0781058178878342,0,0.350389863547758,0.508367181153534,0,0,0,0.280414827651566,0,0.0378676151643966,0,0,0,0,0,0.0761424973011875,0,0,0,0,0.0829987590335061,0,0,0.0655561603025008,0.162812416614783,0,0.277359614447393,0.504060968676395,0.49772579597141,0.480940520345453,0.4686594644356,0.31927335733817,0.492040501394266,0.481266919328641,0.267362192463407,0.504345471774739,0.057199780556117,0,0.492892919994585,0.22953642795085,0,0,0,0.971176757283656,0.0330644265995633,0.341935903269843,0,0.264951942601868,0.0527968127490039,0,0.000875338574354179,0,0.338973352950793,0.54904004982534,0.345245582038865,0.196398852731844,0,0,0,0,0,0.175596285567317,0.348452435755098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22522205372617,0,0.236096821357015,0,0,0.348333468713617,0.3504698204663,0,0,0,0,0,0,0,0,0.101987490184398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940742948492156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890284847828442,0.0913607320771064,0.101556788953567,0,0,0.404941781749255,0.210868329136545,0.230432899260904,0.238526520997482,0.218482616700964,0.143799693123169,0.226889959926351,0,0,0,0.0799630546712259,0.0984587881578591,0.231948016786246,0.0293998228259265,0.241782194303043,0,0,0,0,0,0,0.186682730053875,0,0.181381308208794,0.348570577724836,0,0,0,0.135949584646233,2.97415459655781e-05,0.340305553734181,0.0189412737799834,0.408287307775612,0.234081433753858,0.208777819894948,0.231001434875599,0,0,0.171397172550403,0,0,0.0912232298951049,0,0,0,0,0,0,0.0635264426698809,0.510320777093805,0,0.334673598137167,0,0.101494800693241,0,0,0,0.171481561704662,0.121375389197238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10326102014241,0,0.318160024818795,0,0,0,0,0.146663407479834,0,0,0,0,0,0,0,0,0,0.0418073557709763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241178063642519,0.242756566477119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507808219178082,0.499241849886278,0.503317176202984,0.459073432253872,0.5440145135523,0.500798765298386,0.512183565723568,0,0,0.566032881016224
